id_evento;provincia;canton;parroquia;comunidad_barrio_sector;latitud;longitud;tipo_evento;causa;categoria_evento;fecha_evento;hora_del_evento;descripcion_del_evento;num_heridos;num_personas_desaparecidas;num_familias_afectadas;num_afectados_directamente;num_afectados_indirectamente;num_familias_damnificadas;num_personas_damnificadas;num_personas_evacuadas;num_personas_albergadas;num_personas_acojidas_por_familiares;num_personas_acojidas_por_otros_medios;personas_en_proceso_de_evacuacion;personas_resistidas_a_la_evacuacion;viviendas_afectadas;viviendas_destruidas;establecimientos_educativos_afectados;establecimientos_educativos_destruidos;centros_de_salud_afectados;centros_de_salud_destruidos;puentes_afectados;puentes_destruidos;bienes_publicos_afectados;bienes_publicos_destruidos;bienes_privados_afectados;bienes_privados_destruidos;vias_afectadas_m;cultivos_afectados_ha;cultivos_perdidos_ha;cobertura_vegetal_quemada_ha;animales_afectados;animales_muertos;fuente_del_evento;acciones;estado_evento;No. De personas afectadas;muertos_y_desaparecidos;num_personas_albergadas;num_personas_aph_rescate;nivel_evento;num_personas_impactadas;vias_afectadas_km
1942;Loja;Loja;San Lucas;Sector Guaguelpamba (Censo y Ramos);-3,73617584;-79,2636576;Deslizamiento;Lluvias;Época Lluviosa;21/1/2020;15:12:00;"Por lluvias, se produjo un deslizamiento de material pétreo, taponamiento de alcantarillas y ruptura de un canal de riego provocando el ingreso agua y lodo a varias viviendas, CB. Saraguro trabajó en el desalojo del agua y GAD parroquial de San Lucas realiza la limpieza del material pétreo.
MTOP Loja colabora con los trabajos en el sector.
Teniente Político de San Lucas realiza un recorrido por el sector para evaluar la situación.
CB. Loja Informan que, producto del evento existe 02 viviendas afectadas en su estructura pertenecientes a 02 familias integradas por 14 personas
Las familias continúan habitando sus viviendas.
Técnico de la UGR del cantón Loja se movilizará el día de mañana 
No se reportan personas heridas o fallecidas.
21/01/2020: CB. Saraguro verificaron la novedad con: 04 efectivos en 01 unidad de rescate.
21/01/2020 :GAD Parroquial San Lucas movilizó 01 retroexcavadora y 01 operador 
21/01/2020: MTOP Loja movilizó 01 pala cargadora.
21/01/2020: MInisterio de gobierno(Teniente Político) se movilizó con 01 autoridad, 01 conductor, 01 camioneta
22/01/2020: SNGRE CZ7 informa que personal técnico realizó el levantamiento de información y entrega de asistencia Humanitaria que consistió en:
03 kit de higiene personal, 02 kit complementario de alimentos, 07 colchas, 07 colchones, 07 juegos de almohadas, 05 juegos de sábanas. 03 kit de vajilla.

";0;0;2;14;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CB. Saraguro/Pedro Muñoz- bombero/Teléfono: 2200055
GAD Parroquial de San Lucas Pres. Junta P. / Teléfono: Ángel Andrade/0960889330
MTOP Loja/Paila Alvarado Dir. Conserv vial / Teléfono: 0996779851
MIN de Gob. / Luis Sarango Gualán – Teniente Político/ Teléfono: 0986449470
";No especifica;No especifica;1;1;1;1;Nivel 1;14;0,00
1943;Loja;Loja;Gualel;Gualel, Vía El Cisne - Gualel [E35];-3,752627;-79,373269;Deslizamiento;Lluvias;Época Lluviosa;27/1/2020;6:37:00;"Por lluvias, se produjo el deslizamiento de piedras que obstaculiza totalmente la vía de segundo orden. Afectación aproximada de 20 metros lineales. 
GAD Provincial de Loja (Vialsur) informa que, la vía se encuentra totalmente habilitada al tránsito vehicular. Adicional indican que, van a continuar con trabajos de estabilización del talud para evitar más deslizamientos.
No se reportan personas heridas o fallecidas.
27/01/2020: PResidente de Junta parroquial confirma evento 01 autoridad, 01 conducror, 01 camioneta.
27/01/2020: UPC del sector se movilizan al sector 02 efectivos, 01 patrulla.
27/01/2020: Maquinaria de la Junta Parroquial 01 retroexcabadora, 01 operador.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;"Teniente Política de Gualel- Henry Minga- 0990615615
UPC- Juan Pinto- 3701270";No especifica;No especifica;1;1;1;1;Nivel 1;0;0,02
1944;Loja;Loja;Gualel;Gualel, Vía El Cisne - Gualel [E35];-3,752627;-79,373269;Deslizamiento;Lluvias;Época Lluviosa;1/2/2020;8:54:00;"Por lluvias, se produjo el deslizamiento de tierra que obstaculiza totalmente la vía de segundo orden. Afectación aproximada de 10 metros lineales. 
01/02/2020: UPC verificó la novedad con: 02 efectivos y 01 patrullero.
01/02/2020: GAD Provincial de Loja (VIALSUR EP) movilizó 01 cargadora, 01 retroexcavadora, 02 volquetas y 04 operadores";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;"UPC El Cisne /Numan Cevallos – SGOS Policía/Teléfono: 0982605098
GAD Provincial de Loja (VIALSUR)/ Fabián Villamagua - Ingeniero/Teléfono: 0997200457 


";No especifica;No especifica;1;1;1;1;Nivel 1;0;0,01
1945;Loja;Loja;Valle;"Samana
";-3,966299;-79,193475;Deslizamiento;Lluvias;Época Lluviosa;26/2/2020;4:00:00;"Personal técnico del SNGRE CZ7 informa que una vez realizada la inspección técnica, donde producto de las lluvias se produce un deslizamiento de tierra que pone en riesgo a 2 viviendas (no existe afectación a estructuras), por lo que se informa a la UGR Loja para que coordine la atención del evento.
Así mismo se informa que se trata de un trabajo de prevención y no requiere entrega de asistencia humanitaria.
27/02/2020: SNGRE CZ7 realizó inspección en el lugar del evento con: 01 técnico y 01 camioneta y 1 conductor 
UGR Loja se movilizará a realizar el levantamiento de información y coordinar 
";0;0;4;13;0;0;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SNGRE Técnico – Ing. Martha Landacay – Teléfono: 0994439877;No especifica;No especifica;1;1;1;1;Nivel 1;13;0,00
1946;Loja;Loja;San Sebastián;Capulí, vía Loja-Malacatos [E682];-4,03875267;-79,1972579;Deslizamiento;Lluvias;Época Lluviosa;27/2/2020;12:47:00;"MTOP Loja informa que, culminaron labores de limpieza y habilitación vial.
Al momento la vía se encuentra habilitada en su totalidad al tránsito vehicular.
Afectación aproximada de 20 metros lineales.
27/02/2020: MTOP Loja movilizó 01 operador y 01 minicargadora
28/02/2020: MTOP Loja atendió con: 01 operador y 01 minicargadora
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;MTOP Loja/Walter Rojas, Ingeniero, Teléfono: 0994536259;No especifica;No especifica;1;1;1;1;Nivel 1;0;0,02
1947;Loja;Loja;Punzara;La Argelia, vía de Integración Barrial [E682];-4,03816933;-79,206355;Deslizamiento;Lluvias;Época Lluviosa;28/2/2020;11:56:00;"MTOP Loja informa que, culminaron labores de limpieza y habilitación vial.
Al momento la vía se encuentra habilitada en su totalidad al tránsito vehicular.
Afectación aproximada de 25 metros lineales.
28/02/2020: UCOT verificó el incidente con 02 agentes en 01 patrulelro
29/02/2020: MTOP Loja realizo labores de limpieza con: 01 minicargadora y 01 operador.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;"
MTOP Loja/Walter Rojas, Ingeniero, Teléfono: 0994536259";No especifica;No especifica;1;1;1;1;Nivel 1;0;0,03
1948;Loja;Loja;Taquil (Miguel Riofrío);Naranjito, vía Villonaco-Taquil [E35];-3,912083;-79,274319;Deslizamiento;Lluvias;Época Lluviosa;28/2/2020;7:00:00;"GAD Provincial Loja informa que continúan labores de limpieza y habilitación vial.
Al momento la vía se encuentra parcialmente habilitada al tránsito vehicular.
Afectación aproximada de 60 metros lineales.
28/02/2020: GADP Loja trabajan en el sector con: 01 pala cargadora, 01 operador.
29/02/2020: GADP Loja trabajan en el sector con: 01 pala cargadora, 01 operador.
02/03/2020: GADP Loja trabajan en el sector con: 01 pala cargadora, 01 operador.
09/03/2020: GAD Provincial Loja atiende la novedad con: 01 pala cargadora y 01 operador.
10/03/2020: GAD Provincial Loja atiende la novedad con: 01 pala cargadora y 01 operador.
18/03/2020: Ing. RIcardo indica que la vía se encuentra habiitada pero se continuara con trabajos en el sector una vez que se levante el estado de excepción.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;Ing. Ricardo Cabrera-Responsable del Proyecto-0988429570;No especifica;No especifica;1;1;1;1;Nivel 1;0;0,06
1949;Loja;Loja;Sucre;Coop. Pío Jaramillo Alvarado-Av. Paltas entre Colorados y Alemania.;-4,00558369;-79,2144453;Deslizamiento;Lluvias;Época Lluviosa;18/3/2020;17:30:00;"Por presencia de lluvias se produjo un deslizamiento que afectó 2 viviendas, en la que habitan 02 familias conformadas por 08 personas. 
Técnico de UGR del GADC Loja informa que realizaron estudios para el levantamiento de un muro de contención.
Así mismo reporta que no amerita la entrega de Asistencia Humanitaria y las familias evacuadas permanecerán en casa de familias acogientes hasta que culminen los trabajos de prevención.
Personal técnico UGR del GADC Loja realizó el levantamiento de información y daños 
18/03/2020: CB Loja verificó la novedad con: 02 bomberos en 01 unidad de rescate.
Personal Técnico de UGR Loja se movilizará el día de mañana jueves 19/03/2020 a realizar el levantamiento de información y daños.
19/03/2020: GAD Cantonal de Loja movilizó personal al sector. 04 técnicos de Obras Públicas y de la UMAPAL, 01 cuadrilla (10) de trabajadores
y 02 camionetas y 02 conductores
19/03/2020: SNGRE ZC7 movilizó personal técnico al sector. 01 técnico, 01 camioneta y 01 conductor
23/03/2020: UGR del GADC Loja realizó el levantamiento de información y daños con: 01 técnico, 01 conductor y 01 camioneta.";0;0;2;8;0;0;0;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CB Loja/Juan Pinzón, Bombero, Teléfono: 072109110
GADC Loja/Gonzalo Rojas- Técnico UGR / Teléfono: 0997742652
";No especifica;No especifica;1;1;1;1;Nivel 1;8;0,00
1950;Loja;Loja;Taquil (Miguel Riofrío);La Estancia – Vía Cera hacia Chantaco.;-3,90865798;-79,2857923;Deslizamiento;Lluvias;Época Lluviosa;28/3/2020;17:26:00;"Por lluvias se produjo un deslizamiento que afectó totalmente la vía de segundo orden.
Se reportó una afectación aproximada de 20 metros lineales.
SNGRE CZ7 informa que producto de las lluvias se suscitó el ingreso de lodo y agua a viviendas del sector, resultando afectadas 05 familias y un total de 17 personas, quienes pernoctan en casa de familias de acogida mientras se realizan labores de limpieza.
UGR Loja realizó la evaluación técnica y levantamiento de información.
GAD Cantonal informó que la vía de segundo orden se encuentra totalmente habilitada al tránsito vehicular.
28/03/2020: CB Loja verificó la novedad con: 02 bomberos en 01 unidad de rescate.
29/03/2020: GAD Cantonal de Loja movlizó con 01 pala cargadora y 01 operador.
29/03/2020: SNGRE entregó AH y movilizó 01 autoridad, 01 técnico, 01 camioneta y 01 conductor";0;0;5;17;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;"CB Loja/Juan Pinzón, Bombero, Teléfono: 072109110
GADC Loja/Javier Ruiz- Ingeniero/ Teléfono: 0997742652
SNGRE CZ7/Paúl Ponce- Técnico/ Teléfono: 0992345021";No especifica;No especifica;1;1;1;1;Nivel 1;17;0,02
1951;Loja;Loja;San Lucas;El Durazno, vía San Lucas - Loja [E35];-3,74957115;-79,2667299;Deslizamiento;Lluvias;Época Lluviosa;2/4/2020;19:41:00;"Por lluvias se produjo un deslizamiento de material pétreo que obstaculiza parcialmente la vía de primer orden.
MTOP Loja informa que, culminaron labores de limpieza y habilitación vial.
02/04/2020: UPC San Lucas verificó la novedad con: 02 efectivos en 01 patrullero.
03/04/2020: MTOP Loja realiza labores de habilitación vial con: 01 cuadrilla (6 obreros), 01 conductor y 01 camioneta.
04/04/2020: MTOP Loja realiza labores de habilitación vial con: 01 cuadrilla (6 obreros), 01 conductor y 01 camioneta.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;"UPC San Lucas/Byron Bustamante, Policía/ 099 108 4844
MTOP Loja/Walter Rojas, Ingeniero/0994536259";No especifica;No especifica;1;1;1;1;Nivel 1;0;0,01
1952;Loja;Loja;Sucre;Entrada al Villonaco, vía antigua Loja - Catamayo [E35];-3,985562;-79,236429;Deslizamiento;Lluvias;Época Lluviosa;16/4/2020;16:00:00;"Por lluvias se produjo un deslizamiento de material pétreo que obstaculiza totalmente la vía de primer orden.
Al momento se desconoce el tramo afectado.
No se reportan personas o viviendas afectadas.
16/04/2020: Personal de UCOT Loja verificó la novedad con: 02 agentes y 01 patrullero.
16/04/2020: MTOP Loja atendió el evento con: 01 retroexcavadora y 01 operador.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;"Consola de UCOT Loja/Alexandra Poma, Agente/ Teléfono: 0993321849
MTOP Loja/Walter Rojas, Ingeniero, Teléfono: 0994536259";No especifica;No especifica;1;1;1;1;Nivel 1;0;0,02
1953;Loja;Loja;Taquil (Miguel Riofrío);Naranjito, vía Villonaco-Taquil;-3,90951252;-79,2752216;Deslizamiento;Lluvias;Época Lluviosa;24/4/2020;14:50:00;"Por lluvias suscitadas en días anteriores se produjo un deslizamiento de material pétreo que obstaculiza en su totalidad la vía de segundo orden.
GADP de Loja informa que, personal y maquinaria culminaron labores de limpieza y habilitación vial. 
Al momento la vía se encuentra habilitada en su totalidad al tránsito vehicular, con una afectación aproximada de 100 metros lineales. 
No se reportaron personas heridas o viviendas afectadas.
24/04/2020: UPC Taquil verifico la novedad con: 02 efectivos y 01 patrullero.
24/04/2020: GADP de Loja realiza labores con: 01 cargadora, 01 retroexcavadora, 01 volqueta y 03 operadores.
25/04/2020: GADP de Loja realizó labores con: 01 cargadora, 01 retroexcavadora, 01 volqueta y 03 operadores";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;"UPC Taquil/Kleber Modesto, Policía, Teléfono: 0999380050
GAD Provincial de Loja/Fabián Villamagua, Ingeniero, Teléfono: 0986886408
";No especifica;No especifica;1;1;1;1;Nivel 1;0;0,10
1954;Loja;Loja;San Lucas;San Lucas, vía Loja-Cuenca [E35];-3,74911034;-79,2671104;Deslizamiento;Lluvias;Época Lluviosa;2/5/2020;11:45:00;"Por lluvias se produjo el deslizamiento de material pétreo que obstaculiza parcialmente la vía de primer orden.
MTOP Loja informa que culminan labores de limpieza y habilitación vial.
Al momento la vía se encuentra habilitada en su totalidad al tránsito vehicular.
Afectación aproximada de 80 metros lineales en varios tramos desde (Loja a San Lucas)
No se reportan personas o viviendas afectadas.
02/05/2020: UCOT Loja verificó la novedad con 02 agentes en 01 patrullero.
02/05/2020: MTOP Loja realizó trabajos de limpieza con: 01 retroexcavadora, 01 volqueta y 02 operadores.
";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;"MTOP Loja/Walter Rojas, Ingeniero, Teléfono: 0994536259 
";No especifica;No especifica;1;1;1;1;Nivel 1;0;0,08
1955;Loja;Loja;Santiago;Santiago, vía Loja-Cuenca [E35];-3,79703244;-79,288284;Deslizamiento;Lluvias;Época Lluviosa;3/5/2020;8:30:00;"Por lluvias se produjo el deslizamiento de material pétreo que obstaculiza parcialmente la vía de primer orden.
MTOP Loja informa que continúan labores de limpieza y habilitación vial.
Al momento la vía se encuentra parcialmente habilitada al tránsito vehicular.
Afectación aproximada 40 metros lineales.
03/05/2020: UCOT Loja verificó la novedad con 02 agentes en 01 patrullero.
03/05/2020: MTOP Loja realiza labores de limpieza y habilitación vial con: 01 retroexcavadora, 01 volqueta y 02 operadores.
04/05/2020: MTOP Loja realiza labores de limpieza y habilitación vial con: 01 retroexcavadora, 01 volqueta y 02 operadores
05/05/2020: MTOP Loja realiza labores de limpieza y habilitación vial con: 01 retroexcavadora, 01 volqueta y 02 operadores
06/05/2020: MTOP Loja realiza labores de limpieza y habilitación vial con: 01 retroexcavadora, 01 volqueta y 02 operadores
07/05/2020: MTOP Loja realiza labores de limpieza y habilitación vial con: 01 retroexcavadora, 01 volqueta y 02 operadores";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;"MTOP Loja/Walter Rojas, Ingeniero, Teléfono: 0994536259 
";No especifica;No especifica;1;1;1;1;Nivel 1;0;0,04
1956;Loja;Loja;Yangana (Arsenio Castillo);Yangana, vía Yangana-Valladolid [E682];-4,39362805;-79,1337537;Deslizamiento;Lluvias;Época Lluviosa;3/5/2020;10:41:00;"Por lluvias se produjo el deslizamiento de material pétreo que obstaculiza totalmente la vía de primer orden.
MTOP Loja informa que continúan labores de limpieza y habilitación vial.
Al momento la vía se encuentra parcialmente habilitada al tránsito vehicular.
Afectación aproximada 70 metros lineales.
MTOP Loja informa que continúan labores de limpieza y habilitación vial.
03/05/2020: UPC Yangana verificó la novedad con 02 policias en 01 patrullero.
03/05/2020: MTOP Loja realiza labores de limpieza y habilitación vial con: 01 cargadora y 01 operador.
04/05/2020: MTOP Loja realiza labores de limpieza y habilitación vial con: 01 cargadora y 01 operador.
05/05/2020: MTOP Loja realiza labores de limpieza y habilitación vial con: 01 cargadora y 01 operador.
06/05/2020: MTOP Loja realiza labores de limpieza y habilitación vial con: 01 cargadora y 01 operador.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;"MTOP Loja/Walter Rojas, Ingeniero, Teléfono: 0994536259 
";No especifica;No especifica;1;1;1;1;Nivel 1;0;0,07
1957;Loja;Loja;San Lucas;Juntas Alto;-3,81821402;-79,2473908;Deslizamiento;Lluvias;Época Lluviosa;3/5/2020;21:30:00;"GAD Parroquial de San Lucas informa que producto de las lluvias en días anteriores (03/05/2020), se produjo un deslizamiento de tierra que afectó parcialmente una vivienda de construcción mixta (adobe y teja), donde habitaba 01 familia conformada por 03 personas, mismos que fueron evacuados por precaución a casa de familias acogientes (Angelita Morocho-Celular: 0984002417).
Al momento no se reportan personas heridas o fallecidas.
04/05/2020: GAD Parroquial de San Lucas verificó la novedad con: 01 autoridad en 01 camioneta de rescate.
05/05/2020: Personal de UGR Loja se movilizaron y realizaron el levantamiento de información 1 técnico, 1 conductor, 1 camioneta.
07/05/2020: Técnico del SNGRE realizó la entrega de asistencia humanitaria. 01 técnico, 1 conductor, 1 camioneta. Se entrega 1 kit de vajilla, 2 colcjpnes, 2 cobijas, 2 sábanas, 2 almohadas, 1 kit complementario de alimentos, 1 kit de limpieza familiar.";0;0;1;3;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"GAD Parroquial de San Lucas /Ángel Andrade, Presidente/Teléfono: 0960889330
UGR Loja/Gonzalo Rojas/Ingeniero, Teléfono: 0997742652
";No especifica;No especifica;1;1;1;1;Nivel 1;3;0,00
1958;Loja;Loja;Yangana (Arsenio Castillo);Yangana, Huaranumaca, vía Yangana a Palanda [E682];-4,365321;-79,176808;Deslizamiento;Lluvias;Época Lluviosa;8/5/2020;5:30:00;"Por lluvias se produjo un deslizamiento de tierra que obstaculiza en su totalidad la vía de primer orden.
MTOP Loja informa que, que por hoy culminan labores de limpieza y habilitación vial y continuaran el día de mañana martes 12/05/2020.
Al momento la vía de primer orden se encuentra parcialmente habilitada al tránsito vehicular.
Afectación aproximada 60 metros lineales.
08/05/2020: CB. Vilcabamba verificaron la novedad con: 04 bomberos en 01 camioneta de rescate.
08/05/2020: MTOP Loja moviliza: 01 cargadora y 01 operador
09/05/2020: MTOP Loja realiza los trabajos de habilitación vial con: 01 cargadora y 01 operador.
10/05/2020: MTOP Loja realiza los trabajos de habilitación vial con: 01 cargadora y 01 operador.
11/05/2020: MTOP Loja realiza los trabajos de habilitación vial con: 01 cargadora y 01 operador.
12/05/2020: MTOP Loja realiza los trabajos de habilitación vial con: 01 cargadora y 01 operador.
13/05/2020: MTOP Loja realiza los labores de habilitación vial con: 01 cargadora y 01 operador.
14/05/2020: MTOP Loja realiza los labores de habilitación vial con: 01 cargadora y 01 operador.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;"CB Vilcabamba/Fausto Quishpe, Bombero, Teléfono: 3026145
MTOP Loja/Walter Rojas, Ingeniero, Teléfono: 0994536259";No especifica;No especifica;1;1;1;1;Nivel 1;0;0,06
1959;Loja;Loja;Valle;Masaca;-3,882861;-79,235531;Deslizamiento;Lluvias;Época Lluviosa;14/5/2020;3:00:00;"Por lluvias se produjo un deslizamiento, la cual afecta una tubería de 6 metros de abastecimiento de agua potable.
15/05/2020: UMAPAL moviliza: 01 retroexcavadora y 01 operador.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"SNGRE/Ing. Karina Moncada/0984360775
UMAPAL/Ing.George Buele/0968801901";No especifica;No especifica;1;1;1;1;Nivel 1;0;0,00
1960;Loja;Loja;Yangana (Arsenio Castillo);Yangana, vía Yangana-Valladolid [E682];-4,39661259;-79,1595459;Deslizamiento;Lluvias;Época Lluviosa;16/5/2020;12:46:00;"Por lluvias se produjo el deslizamiento de material pétreo que obstaculiza totalmente la vía de primer orden.
16/05/2020:UPC Yangana verificó la novedad con 02 policías en 01 patrullero.
17/05/2020: MTOP Loja moviliza: 01 cargadora frontal y 01 operador para realizar los trabajos de limpieza y habilitación de la vía.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;MTOP Loja/Walter Rojas, Ingeniero/Teléfono: 0994536259;No especifica;No especifica;1;1;1;1;Nivel 1;0;0,15
1961;Loja;Loja;Carigán;La Florida;-3,96700077;-79,2378254;Deslizamiento;Lluvias;Época Lluviosa;12/6/2020;22:30:00;"Por lluvias se produjo un deslizamiento de material pétreo afectando parcialmente una vivienda de construcción mixta (ladrillo y zinc), en el que habitan 02 adultos mayores. La familia afectada continúa habitando la vivienda. No se reportan personas heridas o fallecidas. 
19/06/2020: SNGRE realizó la entrega de Asistencia Humanitaria que consta de: 1 kit de vajilla, 1 kit de limpieza familiar, 1 kit de dormir con: 01 técnico, 01 conductor y 01 camioneta";0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SNGRE CZ7/Vanessa Banda, Técnico/Teléfono: 0998271524;No especifica;No especifica;1;1;1;1;Nivel 1;2;0,00
1962;Loja;Loja;Santiago;Santiago, vía Loja-Cuenca [E35];-3,789654;-79,2817337;Deslizamiento;Lluvias;Natural;21/7/2020;21:38:00;"Debido a las lluvias presentadas, se produjo un deslizamiento de material pétreo inhabilitando parcialmente la vía de primer orden. 
Al momento se desconoce la afectación.
21/07/2020: UPC San Lucas confirmó el enento con: 02 policías y 01 patrullero.
22/07/2020: MTOP Loja movilizó 10 obreros, 02 operadores, 01 retroexcavadora y 01 volqueta.
23/07/2020: MTOP Loja movilizó 10 obreros, 02 operadores, 01 retroexcavadora y 01 volqueta.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;"UPC San Lucas/Luis Villalta-policia/
MTOP Loja/Walter Rojas, Ingeniero, Teléfono: 0994536259";No especifica;No especifica;1;1;1;1;Nivel 1;0;0,10
1963;Loja;Loja;Valle;San Cayetano Bajo;-3,977863;-79,196845;Deslizamiento;Lluvias;Natural;14/8/2020;4:30:00;"Por lluvias se produjo un deslizamiento de tierra que afectó parcialmente a una vivienda de construcción mixta adobe, madera y zinc.
SNGRE CZ7 realizó la entrega de AH a la familia afectada, integrada por 03 personas (02 de ellas con discapacidad), la cual permanece en su vivienda. La AH consta de: 1 kit de limpieza familiar,1 kit complementario de alimentos, 2 kit de dormir, 1 kit de vajilla 
No se reportaron personas heridas o fallecidas.
21/08/2020 SNGRE CZ7 realizó la entrega copn 01 técnico, 01 camioneta y 01 conductor";0;0;1;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SNGRE CZ7/Vanessa Banda, técnico/Teléfono: 0998271524;No especifica;No especifica;1;1;1;1;Nivel 1;3;0,00
1964;Loja;Loja;Malacatos (Valladolid);Rumizhitana, vía Loja-Malacatos [E35];-4,15549279;-79,2093988;Aluvión (Flujos);Lluvias;Época Lluviosa;27/10/2020;16:10:00;"Por lluvias se produjo un aluvión de material pétreo que obstaculizó parcialmente la vía de primer orden.
Se reportó una afectación de 20 metros lineales.
27/10/2020: PPNN verificó la novedad con 02 policías en 01 patrullero.
27/10/2020: GAD Parroquial de Malacatos movilizó: 01 gallineta y 01 operador";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;MTOP Loja/Eduardo Orellana, Ingeniero, Teléfono: 0997774051;No especifica;No especifica;1;1;1;1;Nivel 1;0;0,02
